label,sentences
0,i feel bitter that it s not me
0,i feel the need to like her status even though i don t really like it i m actually sort of bitter about it
0,i stayed home i'm feeling somewhat bitter
0,i sat there in frustration realizing that i was the only person in that room with young children competing for those precious hours and feeling bitter that i had been convinced to attend
0,i feel a little bitter towards the whole disease
0,i feel bitter
0,i feel like i'm not a bitter terrible person about it not even at the time
0,i feel more bitter than usual with my half drunk cafe macchiato while i waited on and on for mail on my phone you persuaded me you were very busy even though i'd get used to your honesty in my heart at the drop of a hat if we were truly friends
0,i love him but i feel so bitter towards him
0,i feel a little bitter about some of my life
0,i feel bitter anger disappointed that it didn t work sad that i ll be alone and frightened that i won t have that support come the end of the month
0,i'm feeling bitter that i didn't invent skylanders
0,i'm feeling a little bitter can you tell
0,i can't help but feel bitter inside as i am tired too and nursing a cold
0,i feel a bit bitter and i don't want that to take root
0,i am left feeling somewhat bitter about the entire situation and unsure about what to do next
0,i feel bitter when i talk to them
0,i feel like i'm becoming bitter again
0,i didn t feel bitter
0,i feel bitter today
0,i feel bitter alienated restricted anger let down and what more a failure
0,i feel like i have been around some bitter people
0,i'm never shy to clarify when i'm feeling bitter but i'm even less shy when it comes to talking about my soft spot for men
0,i feel bitter that i'm stuck inside the toilet hall
0,i was left feeling bitter and disappointed that i read a book that wasn't at all what i would like
0,i cling trying to maintain what i feel is moving away from my grasp and when it finally goes i get bitter and anger in attempt to cover up the hurt i feel from the loss
0,i was feeling rather bitter about things and wondering why heavenly father wasn't answering what i thought was a righteous desire and request
0,i will never forget the feeling i felt at that time as it was bitter sweet scared to death still but such a relief knowing your employees were ok
0,i would love to happy about my time and performance but my feelings are bitter sweet
0,i know how she cut things off with our co worker al and i know how she words things when she wants to spare feelings and ease things so things do not completely become bitter
0,i spent a good part of my twenties feeling bitter and unhappy
0,i assure you that our most pan germanic junker is a sucking dove in his feelings towards england as compared with a real bitter irish american
0,i still feel like i need to process so much of it and keep it to myself and be bitter but i know my god is calling me to be so much more then so hear i am taking my first step in forgiving her
0,i still feel such bitter sweet emotion in my heart
0,i feel myself becoming bitter and uncaring like i need to colse myself off from feelings and not care
0,i imagine we will feel bitter sweet doesn t really express what i m feeling even now before we ve left because bitter doesn t really convey the way i ache for addie and sweet doesn t really say how incredibly thrilled i am to finally meet ellie claire
0,i am feeling very bitter sweet over this
0,i feel really bitter
0,i feel really bitter: because i can t tell anyone or convince anyone of what i saw
0,i feel bitter when i see certain people who live a much less healthy lifestyle than mine be healthier than me
0,i can't think of a single thing in life more important than not feeling bitter at the core
0,i'm half sick to my stomach feeling bitter and sorry for myself
0,i feel bitter
0,i feel a little bit bitter sometimes but i realize that things could have gone a lot worse you know
0,i feel very very bitter still and i've tried very hard to let it go
0,i confess i have felt jealousy because i feel beneath and i have railed against the bitter cup of chronic illness god's given and i plead for her forgiveness she just says my dear there is nothing to forgive
0,i guess i just like this feeling and on top of that i'm not bitter
0,i dont hate her or anyone i just feel bitter and a need to express myself if not i might just die one day due to missing my sanity so if you are reading this and it affects you one way or another please dont be offended
0,i'm currently feeling rather bitter
0,i'm feeling bitter or anything
0,i feel like this place just makes me bitter because i am not moving up
0,i've spent the last 2 years of my life many times feeling bitter sad alone broken anger and inadequate
0,i guess i'm feeling very bitter because i've been in the team when times were bad when we were the underdogs
0,i feel bitter
0,i was able to see how sorry i had been feeling for myself and how bitter i had become
0,i could feel the bitter cold only getting colder as we walked on
0,i feel a bit bitter from 3anger years of diabetes and disease
0,i may or may not feel bitter towards
0,i'm feeling bitter over this program you're right
0,i feel bitter please don t
0,i feel bitter
0,i feel like i've primarily been writing this blog for you guys and i'm not in any way bitter or anything
0,i imagine are feeling the bitter chill of our yorkshire rain today
0,i'm feeling a lot of anger and bitterness bitter
0,i been feeling really bitter towards like everybody and honestly i don't know why ever since i met herald i been all protective of him and get butt hurt when someone talks bad about him and its weird how i care so much
0,i have begun to feel bitter
0,i try to be graceful in defeat but internally sometimes i still feel like a bitter little troll when i read the audition results that yet again do not contain my name
0,i feel like i m being given one bitter pill to swallow after another
0,i feel the bitter taste of tears upon my tongue
0,i was blessed never to feel bitter never to dwell in anger
0,i know most of the student abroad are feeling bitter for they may not get chance to vote in the forthcoming election
0,i feel the wheels turn away from that bitter road and this is odd because now more than ever there are people i want to hate circumstances i wish to despise
0,i was beginning to feel bitter
0,i wont walk away from christ but i am having a heck of a time not feeling bitter about what is going on
0,i feel really bitter about this overturning: i m really mad at the women
0,i am feeling a bit bitter and immature tonight so take everything from here on out with a grain of salt
0,i'm currently feeling a little bitter about this one as we seem to have taken a slight step backward in the sleep department over the last few weeks
0,i'm feeling especially bitter about it today as it's caused me to confine myself to the walls of my home and cancel plans i had really been looking forward to
0,i could not help but feeling a little bitter
0,i feel bitter and sick
0,i briefly mentioned an incident that left me feeling bitter and anger
0,i knew why i was feeling bitter about this whole trip
0,i was feeling bitter and anger and disappointed and unsettled
0,i feel now it permeates every living cell in my body and colours my life with its bitter hues
0,i deal with major pride and self esteem issues as well as feeling bitter and vulnerable and over licking my wounds
0,i must erase this feeling so when i know the bitter fact i will not be really sad
0,i feel or how bitter the words of a hymn taste
0,i feel their bitter their dark and deep pain
0,i'm feeling bitter or annoyed or need to think things through
0,i feel bitter that my cancer was relegated to 'unnecessary' to meet with someone as important as an oncologist
0,i'm just feeling a bit bitter towards the subject at the moment
0,i often feel bitter about things and i lack patience and tolerance
0,i wanted to update on alaina's developmental evaluation though i've been feeling bitter that i can't really recall the few paragraphs i had written previously
0,i'll pray for those whom i'm anger with feel bitter about are disappointed in
0,i'm kind of feeling bitter right now so these things might be slightly biased to the current situation
0,i feel myself becoming bitter and quite frankly pissy at the world for no good reason other then the fact that i can
0,i feel bitter every time i have to go back to my hometown
0,i even contemplate acting this way like an insane person when my true feelings are completely bitter right now
0,i think our relationship consisted so much of me forgiving all the time that when it was finally over for good it was hard for me to keep forgiving over and over again while at the same time trying to validate my thoughts and feelings without becoming 'bitter' or playing the victim
0,i remember feeling very bitter when he told me that thinking what else am i supposed to do
0,i forced myself to put it out of my mind as it would serve no useful purpose to feel bitter
0,i didn't feel so bitter after about an hour
0,i swear to the heavens that i'm trying very very hard not to feel bitter about it
0,i cant help but feel in a sense bitter sweet about the whole situation
0,i feel like that's why the bitter feel justified in their negativity
0,i then got in a fight with a friend about it and all i got was looking and feeling bitter
0,i feel bitter about me being like this but then i really am not
0,i try to manage those feelings so i don t end up bitter and slip into self loathing
0,i'm once again feeling very bitter about being childless
0,i feel bitter at my friends my temper flares easily
0,i feel the bitter after taste
0,i found myself dwelling on things a little and feeling quite bitter so i thought i should give it a go
0,i'm actually feeling very bitter about this whole process
0,i sat there feeling a twinge of bitter and then realized if statistics are true i am certainly not alone in my grief
0,i was typing along filling in all the necessary information to make a clean marc record for the library online catalog i started feeling a bit of that bitter sweet melancholy with which i am sometimes afflicted when i listen to the old songs from the '5angers and '6angers
0,i knew that if i just sat and stewed in what i was feeling i was going to allow a bitter root to grow
0,i cannot help but feel a little bitter and little resentment toward her
0,i was truly feeling bitter about this in the fact that i was no longer a part of what god called me to there at fellowship
0,i sure feel like it is i think i prefer the snow to the bitter cold of january but we would all agree that this winter can be over anytime now
0,i use to think about you guys when you guys would just randomly appear in my life or when you obnoxiously post photos of you kissing dudes or what ever on instagram i use to feel bitter and sour
0,i used to feel so bitter what had i possibly done wrong for them to walk out of my life
0,i feel bitter and anger
0,i was starting to feel bitter yesterday about how out of place i feel at this school and every school event
0,i feel a bitter sweetness
0,i feel a bitter sweetness' 'pagetype': 'item' 'url': 'http: listen to the thunder
0,i feel bitter
0,i recommend this book to those who feel bitter bitteran sa buhay and who like to laugh
0,i guess i'm feeling so bitter because this time last year we were not even thinking about the snow because we were preparing for our trip to florida
0,i feel like it's a little bitter sweet
0,i'm not sure how much i shared on here on how my trip to romania actually went but it left me feeling very bitter and anger
0,i'm starting to feel like the bitter old hag hiding in the corner of the room
0,i feel bitter i feel hatred i feel anger comfortably numb
0,i will be honest that i'm feeling very bitter with yr intrudence into my zone and i do not appreciate it at all
0,i should not feel the bitter i'm feeling right now should i
0,i'm starting by writing down of the good things that happen and putting them into a jar which i can then go over whenever i'm feeling bitter
0,i feel bitter about him having his way even though i gave it to him
0,i do feel bitter deeply regretful and a certain amount of self loathing because of it
0,i have friends celebrating another pregnancy for some a second third fourth and i instantly feel bitter
0,i feel like somewhere inside i'm bitter and anger with god and it's going to come rushing out at a most inopportune moment if i don't get a handle on it soon
0,i no longer feel bitter each experience teaches us something
0,i feel like i 39 ve been so bitter for such a long time that it 39 s hard for me to see the good in people or why i would want to try to spend time with people in a genuine way
0,i feel quite bitter to say goodbye i'm not saying goodbye just to a wonderful year but saying 'au revoir' to some dear friends
0,i really wish that i could find happiness for them but if i m being honest which i vowed to be when i started this blog i only feel bitter
0,i am feeling bitter about this but i'll get through it
0,i want to thrash out at myself yet i can feel the bitter mist of weakness swirling at my feet
0,i feel a bitter emptiness in the pit of my stomach tonight
0,i'm kinda feeling bitter sweet about softball starting back
0,i too don t really drink much of coffee but i just like the relax feeling after having a slip of it tasting how bitter yet smoothing it is
0,i have been dealing with some emotional problems and am feeling like i'm becoming bitter about thing's and towards some people
0,i started to feel bitter towards life outside of zambia in the more developed places
0,i got all the way up to prayer and was still feeling pretty bitter
0,i hope we can keep making music together forever but if it were to end for whatever reason i certainly wouldn't feel bitter or cheated just sad
0,i have several reasons why i think going to uca is going to leave me feeling bitter unhappy and overall unfulfilled
0,i feel bitter
0,i will admit it i am feeling a lot bitter
0,i knew from past experience that if i held my feelings in i'd just get more bitter and resentful toward her and i didn't want that to happen again
0,i really am feeling bitter these days
0,i learnt not to feel bitter anymore
0,i feel no bitter feelings for the fans that drove me out of the fandom anymore either
0,i tried and am still trying desperately to replace my feelings of heartache with those of nostalgia and happiness but it seems that in the moment and even now looking back all the encounters on this trip felt bitter sweet
0,i'm feeling pretty bitter and fed up right now
0,i feel bitter about i'm gonna let go and let god fix me
0,i am so lonely of late and feeling bitter towards the man i once thought was the one i long to held and kissed like i am the most beautiful creature on earth
0,i want to make sure that i am not putting too high of expectations on mike which will leave me feeling bitter and unable to enjoy the wonderful connections that we do share
0,i don't remember how january was like last year that's why i need a real diary but this one is feeling bitter dark and boring
0,i feel bitter
0,i'm feeling a little bitter right now
0,i'll let myself feel the motions cry and write and spam timelines and twitterfeeds with bitter posts because moving on for me is a process not a game of who finishes first
0,i was feeling bitter at that point in the day
0,i spent my day feeling bitter and burned out
0,i had hoped and the disappointment i feel in myself is bitter
0,i feel i deserve and i get bitter and anger when i don't get them
0,i feel bitter when i hear of other family's and their international adoption successes
0,i was extremely excited to be graduating but at the same time the feeling was bitter sweet
0,i did on weekends was sleep and feel bitter about the world
0,i am left here today still feeling bitter
0,i feel and the faith that i find through the bitter sweet tears and the sleepless nights i used to pray he'd take it all away but instead it became a beautiful heartbreak
0,i will be loyal to both of you but it's a transition that feels more bitter than sweet i have to say
0,i did feel a bitter loneliness that i refused to recognize for years
0,i feel like i keep starting over rather than seeing things through to the bitter sweet
0,i feel a bit bitter about losing it
0,i loved that professor i always had a soft spot for her and still wonder how she's doing sometimes where ever she is so i'm not feeling bitter as i write this just nostalgic haha and puzzled
0,i have a feeling that as the bitter cold of the last few weeks turns to a nice steady 5anger degree rain i'll be in the mood for some new knit dresses a la a href http: www
0,i feel bitter
0,i don't think i did anything but feel bitter
0,i'm feeling bitter
0,i can't help but cheer up if i'm feeling bitter when i spot them
0,i'm not sure if i'm more at peace with our situation or if i'm just not feeling as bitter about it but in the past five months something has changed within me
0,i feel everything was as bitter as fab perfect detergents
0,i even feel like i'm becoming a bitter woman on the inside even though i have no reason to be bitter
0,i feel so bitter all the time
0,i couldn't help but feel a little bitter when someone i know seemed to have everything going their way
0,i feel bitter that there are still three more days until the weekend
0,i feel that people who complain all the time are just bitter and don't appreciate anything anyone
0,i was happy now i feel just a relief and have a bitter feeling: again i am but a healthy one nothing more
0,i just couldn't help feeling a little bit bitter towards his great big happy grin
0,i just cant help but feel a little bit bitter when i was working today
0,i just cant help but feel a little bit bitter when
0,i and the work he has done or because others also had lingering feelings of bitter betrayal after being treated roughly and rudely by him
0,i not feel bitter
0,i can t help but not feel bitter ya know
0,i really do try to not feel bitter but in a world where home birth is on the rise it s hard not to
0,i want to stop feeling so bitter amp be able to give them the finger amp walk away laughing amp not feel the slightest bit sad
0,i do not intend to offend anyone but i feel that the conservatives are bitter because of their loss in the presidential election and the decadence of the gop
0,i longed to feel the bitter cold bite at my cheeks and listen to the crackle of leafless branches as the wind rocked trees back and forth like keening mourners in blackened shrouds
0,i still feel really bitter over it
0,i just feel so bitter and like i must be horrible to be around
0,i found myself feeling bitter
0,i get that they're singers and that they're talented but i can't help but feel bitter over them being admitted for being celebrities
0,i feel more and more bitter against serena after every episode
0,i try not to feel bitter
0,i've been feeling a bit bitter and anger about my diabetes the last couple of days
0,i also think why i'm feeling bitter about it is because of my doctor's appointment almost 2 weeks ago now
0,i think its just a matter of time until i cant endure this any longer those secret problems that no one knows those sad feelings those bitter memories
0,i have been feeling bitter for the last few days
0,i didn't want to bring up one thing the fact that i feel like our relationship is bitter sweet because i'm not sure where i will be a year from now
0,i'm feeling the bitter now
0,i used to be full of sunshine and positives vibes but i feel very bitter right now
0,i'm also feeling very bitter
0,i wasn't feeling particularly bitter on my birthday in fact i had a fantastic day
0,i refuse to let myself feel bitter about the small sacrifices we have to make
0,i was feeling bitter sweet
0,i end 2angerfear2 as i ended 2angerfearfear feeling bitter sweet
0,i feel bitter
0,i feel like all those bitter songs are written for
0,i understand if you re serious mad feeling bitter
0,i'm still gonna feel the need in my bones to move and keep going and never stop and sometimes i'm still gonna feel bitter and alone and miss the way things were
0,i can still feel that moment the bitter irony of our first hello and our last goodbye
0,i'm feeling because then i'd be bitter
0,i struggle so hard to let go of those feelings but it feels at times as if those that you so desperately want to stop resenting just keep giving you reason to feel bitter
0,i feel bitter
0,i was feeling bitter and anger for things i couldn't change and holding on to problems that i should have given to god to help me with
0,i have full loads of classes and concerts and other activities lined up to oppress oppose the thoughts and feelings of bitter sorrow and depression
0,i feel i am becoming more bitter and hateful yet even this only breaks through the boundary occasionally
0,i like that feeling of bitter dispare that comes with that
0,i'm feeling pretty bitter about the whole situation
0,i read thousands of spoilers on facebook statuses of new movies and did i feel bitter about it
0,i feel so bitter and feel little betrayed
0,i'm still feeling bitter
0,i guess i m happy that the world was spared and my family and loved ones are safe but i can t help but feel a bitter disappointment
0,i know in my heart even when i m feeling bitter and cynical is that bad things happen for no good reason all the time
0,i feel like an author is trying to manipulate me i'm bitter
0,i always wondered what this day would feel like but instead of feeling bitter and scorned i actually feel liberated
0,i feel so bitter and hateful all the time now
0,i feel bitter yet i don't want revenge
0,i'm the only mom that struggles with feeling bitter towards those she loves
0,i have double x chromosome which is somehow a passport to me changing my mind every 5 minutes 2 whining has become my default setting every time something crashes with my what i believe is right and 3 i feel so bitter right now that i could probably blame anyone who gets across my way
0,i was feeling some bitter feelings toward heavenly father because of some things that had happened and i began to remember the incredible amount of blessings that he has given me my entire life
0,i feel the bitter taste of tears upon my tongue
0,i can only envy and feel bitter
1,i feel so scared and worried for ummi now
1,i feel scared to look up to find him
1,i felt ashamed of these feelings and was scared because i knew that something wrong with me and thought i might be gay
1,i am feeling really scared
1,i remember feeling scared for my dad and wanting to protect him
1,i now feel scared in putting in all my all for someone else now that i stopped putting in all my efforts for friends close friends
1,i remember also feeling a bit scared and uncomfortable which i hadn't expected at all
1,i had for me to confess my feelings for her but still i couldn't bring myself to her for i was scared of losing her once more
1,i tried to deny the feeling for i was scared to imagine what would happen if ever i'd try to tell her how i feel about her
1,i still want to protect her but i feel like the only way i can do that now is if i stay away from her because i'm scared i'll snap again and take out my anger on that fragile girl
1,i just couldn't fall asleep feeling scared
1,i am left feeling scared for this poor immigrant who can barely drive and has no idea where the hell he is
1,i got up but i was feeling a little scared because i thought maybe something was about to explode
1,i stop myself from feeling scared
1,i wouldn't admit to feeling scared or judged
1,i feel scared exposed threatened or you know generally bad i crawl back into my shell to hide
1,i know the feeling i look for before i didn't understand but now i know i feel scared and uncomfortable when fit and healthy
1,i still don t feel anything other than scared
1,i didn't feel at all scared when i got caught up in the middle of it
1,i admit i'm feeling a little scared to say the things i want to so that now i don't even know how to say anything at all
1,i keep on writing i think of the kids that are lying in hospital beds feeling scared and more alone than a widow on christmas
1,i actually feel scared and worried and i keep nagging at nic to reduce sail
1,i'm too scared to say what i feel too scared to say i wanna be with you
1,i was feeling less scared than before cause i'm a wizard wahahaha
1,i feel so scared to face the test i did not know why maybe i still not enough practice or maybe this is because my first time sit for exam in the examination hall at aiu
1,i have been trained very well to feel scared and paranoid with all the people of the world around me in paris here i feel 2 times worse because i have friends who tell me horrible drug dropping stories and i watched the movie taken and taken 2
1,i am one of the few who will place words on page even when i feel scared of what may come out
1,i feel like crap my mind gets scared and produces anxiety symptoms that really do feel like i'm getting sick
1,i used an empathetic voice toned statement when i said you feel scared because he threatened you
1,i told her to let the girl know how she feels but she s scared because she thinks she ll be judged
